case_key,index_key,window_size,model,config_index,config_key,config_summary,config_json,tune_MAE,tune_RMSE,tune_R2,tune_n,tune_close_MAE,tune_close_RMSE,tune_close_R2,tune_close_n,tune_close_MAE_pct,tune_close_RMSE_pct,tune_abs_error_pct_mean,tune_error_pct_bias,tune_windows,eval_MAE,eval_RMSE,eval_R2,eval_n,eval_close_MAE,eval_close_RMSE,eval_close_R2,eval_close_n,eval_close_MAE_pct,eval_close_RMSE_pct,eval_abs_error_pct_mean,eval_error_pct_bias,eval_windows,mean_fit_seconds,metric_scope,target_definition,prediction_path,prediction_export_scope
DOWJONES_w10,DOWJONES,10,GradientBoosting,25,e8499da06c5ad0f3,learning_rate=0.16 max_depth=2 n_estimators=100 subsample=0.8,"{""learning_rate"": 0.16, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8}",416.06580931917426,505.29789665923374,0.8916277651848762,221,416.06580931917426,505.29789665923374,0.8916277651848762,221,1.2777994465581037,1.5518443434577773,1.2862713044205305,0.031134713991909542,221,297.7022012484181,415.6056385876021,0.9931679869229999,813,297.7022012484181,415.6056385876021,0.9931679869229999,813,0.7396700341525023,1.0326125759196,0.7386714727286061,-0.09449819253057798,813,0.012473419364055341,selection=one_step_index_level; presentation=index_level_and_relative_error,one_step_index_level,/Users/jimyhc/Desktop/research/quantum_index/root/outputs/03_major_index_classical_ml_rolling/predictions/DOWJONES_w10_GradientBoosting_e8499da06c5ad0f3.csv,all_logged
DOWJONES_w10,DOWJONES,10,RandomForest,7,cb02c1136792f10c,max_depth=None max_features=0.8 min_samples_leaf=1 n_estimators=100,"{""max_depth"": null, ""max_features"": 0.8, ""min_samples_leaf"": 1, ""n_estimators"": 100}",415.9383008696268,509.5808760818382,0.8897828211139904,221,415.9383008696268,509.5808760818382,0.8897828211139904,221,1.27740784930927,1.564998004761452,1.2883876732495674,0.046421837691550394,221,302.783603359471,417.7200205567708,0.9930982947464844,813,302.783603359471,417.7200205567708,0.9930982947464844,813,0.7522952712426667,1.0378659632872045,0.7535664863181735,-0.11100564632965239,813,0.02942444030618798,selection=one_step_index_level; presentation=index_level_and_relative_error,one_step_index_level,/Users/jimyhc/Desktop/research/quantum_index/root/outputs/03_major_index_classical_ml_rolling/predictions/DOWJONES_w10_RandomForest_cb02c1136792f10c.csv,all_logged
DOWJONES_w10,DOWJONES,10,SVR,34,cc4c82a5255cfd43,C=10.0 epsilon=0.1 gamma=0.01,"{""C"": 10.0, ""epsilon"": 0.1, ""gamma"": 0.01}",414.4689732685277,520.2324952624921,0.8851269901321384,221,414.4689732685277,520.2324952624921,0.8851269901321384,221,1.272895327603703,1.5977106977757107,1.2821384337530808,0.1368051623453832,221,301.8630567359444,429.5058139444457,0.9927033431802147,813,301.8630567359444,429.5058139444457,0.9927033431802147,813,0.7500080837458745,1.0671489116867072,0.7508489074561217,-0.04491563132497908,813,0.0006161207406163229,selection=one_step_index_level; presentation=index_level_and_relative_error,one_step_index_level,/Users/jimyhc/Desktop/research/quantum_index/root/outputs/03_major_index_classical_ml_rolling/predictions/DOWJONES_w10_SVR_cc4c82a5255cfd43.csv,all_logged
DOWJONES_w10,DOWJONES,10,XGBoost,31,7d8dcd0460564cc4,learning_rate=0.16 max_depth=3 n_estimators=100 subsample=0.8,"{""learning_rate"": 0.16, ""max_depth"": 3, ""n_estimators"": 100, ""subsample"": 0.8}",400.60813772624437,505.1218220680864,0.8917032781545715,221,400.60813772624437,505.1218220680864,0.8917032781545715,221,1.2303266579652523,1.5513035924273353,1.2413945274288118,0.07979131660803825,221,303.90077980857933,430.7287144996716,0.9926617335516073,813,303.90077980857933,430.7287144996716,0.9926617335516073,813,0.7550710046393331,1.0701873268937694,0.7540171846565428,-0.08669835400228112,813,0.004264861874001294,selection=one_step_index_level; presentation=index_level_and_relative_error,one_step_index_level,/Users/jimyhc/Desktop/research/quantum_index/root/outputs/03_major_index_classical_ml_rolling/predictions/DOWJONES_w10_XGBoost_7d8dcd0460564cc4.csv,all_logged
DOWJONES_w20,DOWJONES,20,SVR,28,00f2c7c3b40f1730,C=10.0 epsilon=0.01 gamma=0.01,"{""C"": 10.0, ""epsilon"": 0.01, ""gamma"": 0.01}",416.7731982209394,523.4459505832019,0.8835528633224159,211,416.7731982209394,523.4459505832019,0.8835528633224159,211,1.282567099999953,1.6108390791730283,1.2947465474930306,0.15047705948074833,211,331.70670257291704,456.20449429128325,0.9917680078875052,813,331.70670257291704,456.20449429128325,0.9917680078875052,813,0.8241575204745896,1.1334843761916982,0.8198119634671814,-0.12792956080706502,813,0.0006125886070548797,selection=one_step_index_level; presentation=index_level_and_relative_error,one_step_index_level,/Users/jimyhc/Desktop/research/quantum_index/root/outputs/03_major_index_classical_ml_rolling/predictions/DOWJONES_w20_SVR_00f2c7c3b40f1730.csv,all_logged
DOWJONES_w20,DOWJONES,20,GradientBoosting,3,33f909e150dad66d,learning_rate=0.04 max_depth=2 n_estimators=300 subsample=0.8,"{""learning_rate"": 0.04, ""max_depth"": 2, ""n_estimators"": 300, ""subsample"": 0.8}",422.9836903484217,541.7672240979724,0.875258609668976,211,422.9836903484217,541.7672240979724,0.875258609668976,211,1.3016791084292834,1.6672204941499298,1.3131979944737888,0.07353355621290897,211,334.44613071167254,472.76209378624975,0.9911596161681845,813,334.44613071167254,472.76209378624975,0.9911596161681845,813,0.8309638957598725,1.174623340339651,0.8258845963299993,-0.17712890777672055,813,0.03750571900036444,selection=one_step_index_level; presentation=index_level_and_relative_error,one_step_index_level,/Users/jimyhc/Desktop/research/quantum_index/root/outputs/03_major_index_classical_ml_rolling/predictions/DOWJONES_w20_GradientBoosting_33f909e150dad66d.csv,all_logged
DOWJONES_w20,DOWJONES,20,RandomForest,19,4fed66cd3f5ddd7a,max_depth=4 max_features=0.8 min_samples_leaf=1 n_estimators=100,"{""max_depth"": 4, ""max_features"": 0.8, ""min_samples_leaf"": 1, ""n_estimators"": 100}",450.830467838906,572.0985486785696,0.8609001001369283,211,450.830467838906,572.0985486785696,0.8609001001369283,211,1.3873740638697265,1.7605613307789474,1.4010012561673115,0.12131132212715078,211,347.7573192841618,474.1267311485528,0.9911085066160239,813,347.7573192841618,474.1267311485528,0.9911085066160239,813,0.8640368366542787,1.1780139144104762,0.8594372987299542,-0.20080020814068175,813,0.03007135300731529,selection=one_step_index_level; presentation=index_level_and_relative_error,one_step_index_level,/Users/jimyhc/Desktop/research/quantum_index/root/outputs/03_major_index_classical_ml_rolling/predictions/DOWJONES_w20_RandomForest_4fed66cd3f5ddd7a.csv,all_logged
DOWJONES_w20,DOWJONES,20,XGBoost,23,6ed5493d5a698f10,learning_rate=0.08 max_depth=3 n_estimators=500 subsample=0.8,"{""learning_rate"": 0.08, ""max_depth"": 3, ""n_estimators"": 500, ""subsample"": 0.8}",415.3725933056872,519.0108710803196,0.8855177821330963,211,415.3725933056872,519.0108710803196,0.8855177821330963,211,1.2782569145272096,1.5971906798024296,1.2921189377499864,0.12700292117488768,211,339.84316141989547,478.1842476241894,0.9909556708809982,813,339.84316141989547,478.1842476241894,0.9909556708809982,813,0.8443733427560075,1.1880952081917209,0.8381278252663003,-0.1890537272302251,813,0.018046391311145223,selection=one_step_index_level; presentation=index_level_and_relative_error,one_step_index_level,/Users/jimyhc/Desktop/research/quantum_index/root/outputs/03_major_index_classical_ml_rolling/predictions/DOWJONES_w20_XGBoost_6ed5493d5a698f10.csv,all_logged
NASDAQ_w10,NASDAQ,10,RandomForest,19,4fed66cd3f5ddd7a,max_depth=4 max_features=0.8 min_samples_leaf=1 n_estimators=100,"{""max_depth"": 4, ""max_features"": 0.8, ""min_samples_leaf"": 1, ""n_estimators"": 100}",248.7122320050316,301.0176475068774,0.9261660295223053,221,248.7122320050316,301.0176475068774,0.9261660295223053,221,2.0834178324194452,2.5215709321288684,2.091656651464562,0.4676706379410816,221,194.39359620301767,262.0831295317597,0.9949545872966337,813,194.39359620301767,262.0831295317597,0.9949545872966337,813,1.1203365559998832,1.5104474450826837,1.1429762052879033,-0.2521725930632669,813,0.029241141753281984,selection=one_step_index_level; presentation=index_level_and_relative_error,one_step_index_level,/Users/jimyhc/Desktop/research/quantum_index/root/outputs/03_major_index_classical_ml_rolling/predictions/NASDAQ_w10_RandomForest_4fed66cd3f5ddd7a.csv,all_logged
NASDAQ_w10,NASDAQ,10,GradientBoosting,1,4279e6e80447c71a,learning_rate=0.04 max_depth=2 n_estimators=100 subsample=0.8,"{""learning_rate"": 0.04, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8}",246.5156187856067,300.65997309316566,0.9263413868994435,221,246.5156187856067,300.65997309316566,0.9263413868994435,221,2.0650171968118425,2.518574757611356,2.0731290796261383,0.48535968035448446,221,191.13634087299937,262.3162295738063,0.9949456083980054,813,191.13634087299937,262.3162295738063,0.9949456083980054,813,1.1015642183831962,1.5117908560972997,1.1269464475705016,-0.2310607214469598,813,0.012463079234927383,selection=one_step_index_level; presentation=index_level_and_relative_error,one_step_index_level,/Users/jimyhc/Desktop/research/quantum_index/root/outputs/03_major_index_classical_ml_rolling/predictions/NASDAQ_w10_GradientBoosting_4279e6e80447c71a.csv,all_logged
NASDAQ_w10,NASDAQ,10,XGBoost,3,7ac97a76e1282f23,learning_rate=0.04 max_depth=2 n_estimators=300 subsample=0.8,"{""learning_rate"": 0.04, ""max_depth"": 2, ""n_estimators"": 300, ""subsample"": 0.8}",243.93567502121041,300.34730243392175,0.9264945094546067,221,243.93567502121041,300.34730243392175,0.9264945094546067,221,2.0434054698692212,2.515955571486526,2.0568165897271493,0.4221782075273901,221,197.55238963522447,268.36141927830874,0.9947099628198709,813,197.55238963522447,268.36141927830874,0.9947099628198709,813,1.1385414342678777,1.546630722976634,1.1624786340494273,-0.2314967094431678,813,0.00844131614580544,selection=one_step_index_level; presentation=index_level_and_relative_error,one_step_index_level,/Users/jimyhc/Desktop/research/quantum_index/root/outputs/03_major_index_classical_ml_rolling/predictions/NASDAQ_w10_XGBoost_7ac97a76e1282f23.csv,all_logged
NASDAQ_w10,NASDAQ,10,SVR,34,cc4c82a5255cfd43,C=10.0 epsilon=0.1 gamma=0.01,"{""C"": 10.0, ""epsilon"": 0.1, ""gamma"": 0.01}",240.78453982040892,295.74846147880845,0.928728270611928,221,240.78453982040892,295.74846147880845,0.928728270611928,221,2.017008974542921,2.4774319042864743,2.0205411582967265,0.3471718669793887,221,199.66368905102928,279.1126969174834,0.9942776060808202,813,199.66368905102928,279.1126969174834,0.9942776060808202,813,1.1507093552405265,1.6085928945611963,1.180390023984857,-0.19248967566513236,813,0.0005905651991800897,selection=one_step_index_level; presentation=index_level_and_relative_error,one_step_index_level,/Users/jimyhc/Desktop/research/quantum_index/root/outputs/03_major_index_classical_ml_rolling/predictions/NASDAQ_w10_SVR_cc4c82a5255cfd43.csv,all_logged
NASDAQ_w20,NASDAQ,20,SVR,34,cc4c82a5255cfd43,C=10.0 epsilon=0.1 gamma=0.01,"{""C"": 10.0, ""epsilon"": 0.1, ""gamma"": 0.01}",245.64880640195722,309.3848616062985,0.9158068723389946,211,245.64880640195722,309.3848616062985,0.9158068723389946,211,2.071757218738362,2.6092954807701885,2.07746657086137,0.5456282627365808,211,219.6627839932185,294.60627304798476,0.9936246718391547,813,219.6627839932185,294.60627304798476,0.9936246718391547,813,1.265968898704331,1.697886060906243,1.289218984225371,-0.3394647142070445,813,0.0006220052887328574,selection=one_step_index_level; presentation=index_level_and_relative_error,one_step_index_level,/Users/jimyhc/Desktop/research/quantum_index/root/outputs/03_major_index_classical_ml_rolling/predictions/NASDAQ_w20_SVR_cc4c82a5255cfd43.csv,all_logged
NASDAQ_w20,NASDAQ,20,GradientBoosting,13,dcb8076b850ef5d4,learning_rate=0.08 max_depth=2 n_estimators=100 subsample=0.8,"{""learning_rate"": 0.08, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.8}",244.55262813655852,305.20450179064284,0.9180667099279194,211,244.55262813655852,305.20450179064284,0.9180667099279194,211,2.06251225122711,2.574039088720651,2.074942211657,0.5499658678561964,211,218.57086573710214,298.1666725458582,0.9934696454365032,813,218.57086573710214,298.1666725458582,0.9934696454365032,813,1.2596759139435922,1.718405490503427,1.2807209509023625,-0.36762599688934317,813,0.012887524576399252,selection=one_step_index_level; presentation=index_level_and_relative_error,one_step_index_level,/Users/jimyhc/Desktop/research/quantum_index/root/outputs/03_major_index_classical_ml_rolling/predictions/NASDAQ_w20_GradientBoosting_dcb8076b850ef5d4.csv,all_logged
NASDAQ_w20,NASDAQ,20,RandomForest,19,4fed66cd3f5ddd7a,max_depth=4 max_features=0.8 min_samples_leaf=1 n_estimators=100,"{""max_depth"": 4, ""max_features"": 0.8, ""min_samples_leaf"": 1, ""n_estimators"": 100}",247.9959717750918,309.78004879435827,0.91559164981695,211,247.9959717750918,309.78004879435827,0.91559164981695,211,2.091552783294891,2.612628417419089,2.104423650061196,0.6844151637766744,211,226.00429291997318,300.3127546270962,0.9933753014727291,813,226.00429291997318,300.3127546270962,0.9933753014727291,813,1.3025165237784773,1.7307738722544195,1.3275593194696298,-0.41523721091011967,813,0.02973104571856306,selection=one_step_index_level; presentation=index_level_and_relative_error,one_step_index_level,/Users/jimyhc/Desktop/research/quantum_index/root/outputs/03_major_index_classical_ml_rolling/predictions/NASDAQ_w20_RandomForest_4fed66cd3f5ddd7a.csv,all_logged
